1,1.0,50,16
2,0.9996000599960002,65,16
3,0.9981017090313877,65,16
4,0.9966056040206351,115,16
5,0.9951117415971691,30,16
6,0.9936201183994622,80,16
7,0.9917339383024733,180,20
8,0.9902473782645512,30,16
9,0.9883676006096995,210,20
10,0.986491391319793,200,20
11,0.9850126896000556,160,16
12,0.9835362043809335,75,16
13,0.982061932340002,95,16
14,0.9805898701598169,50,16
15,0.9791200145279065,155,16
16,0.9772613598471408,200,20
17,0.9757964934872775,65,16
18,0.9738467534017053,343,21
19,0.9723870053677265,95,16
20,0.9709294454237271,115,16
21,0.9686018925558499,417,25
22,0.967150006308422,60,16
23,0.9657002963665449,40,16
24,0.9642527594680443,65,16
25,0.9628073923556362,70,16
26,0.9613641917769192,205,16
27,0.9599231544843662,35,16
28,0.9584842772353178,45,16
29,0.9570475567919766,90,16
30,0.9556129899213974,105,16
31,0.9541805733954815,110,16
32,0.9522740241044765,411,21
33,0.9508466125228904,130,16
34,0.9490416289858026,225,20
35,0.9476190626043499,120,16
36,0.9457256238755333,526,21
37,0.9443080280214491,120,16
38,0.9428925570733151,90,16
39,0.9411026726478511,145,20
40,0.9396920063686125,185,16
41,0.9382834546082349,85,16
42,0.9368770141971592,130,16
43,0.935098549022408,245,20
44,0.9336968826270088,105,16
45,0.9319244542672968,215,20
46,0.9305275456826744,65,16
47,0.9291327309948104,50,16
48,0.926905374967183,557,25
49,0.924683358451025,486,25
50,0.9232973039102704,45,16
51,0.9215446169769135,240,20
52,0.9193354514950844,478,25
53,0.9165814405198298,756,31
54,0.9148415022492934,230,20
55,0.9134702001633688,75,16
56,0.9121009535913298,70,16
57,0.9107337594520628,45,16
58,0.9090049217816846,170,20
59,0.9076423684407068,170,16
60,0.9062818574996795,95,16
61,0.9049233858971459,120,16
62,0.9035669505762389,45,16
63,0.902212548484673,50,16
64,0.9008601765747386,55,16
65,0.8995098318032937,75,16
66,0.8981615111317581,165,16
67,0.8968152115261065,80,16
68,0.8954709299568612,110,16
69,0.8941286633990854,45,16
70,0.8927884088323771,140,16
71,0.8914501632408608,135,16
72,0.889668955653868,485,21
73,0.8883353859681129,45,16
74,0.8870038152372448,45,16
75,0.8847889646716103,632,26
76,0.8834627098505575,115,16
77,0.8821384430197722,40,16
78,0.8808161611993552,50,16
79,0.8794958614138745,45,16
80,0.8781775406923579,170,16
81,0.8768611960682863,80,16
82,0.8755468245795875,80,16
83,0.873884781949891,225,20
84,0.8725748719584889,85,16
85,0.8712669254572644,65,16
86,0.8699609395030428,90,16
87,0.8686569111570615,70,16
88,0.8673548374849623,45,16
89,0.8660547155567863,85,16
90,0.8647565424469659,80,16
91,0.8634603152343188,95,16
92,0.8621660310020418,35,16
93,0.8608736868377036,125,16
94,0.8595832798332383,205,16
